-89.7924444444,13.9378611111,10033
-89.3802777778,13.7261111111,20218
-89.3694444444,13.7225,21098
-89.3547222222,13.7425,21142
-89.3702777778,13.7158333333,21169
-89.3516666667,13.7261111111,21211
-89.3791666667,13.7244444444,21219
-89.3711111111,13.7194444444,21244
-89.365,13.7238888889,21268
-89.3680555556,13.7252777778,21275
-89.3825,13.7269444444,21293
-89.3644444444,13.7269444444,21340
-89.3808333333,13.7261111111,21342
-89.3702777778,13.7263888889,21371
-89.3591666667,13.7411111111,21403
-89.3655555556,13.7169444444,21439
-89.3813888889,13.7266666667,21448
-89.3694444444,13.7119444444,21453
-89.3658333333,13.7233333333,21463
-89.3630555556,13.7611111111,21476
-89.3655555556,13.7244444444,21487
-89.3522222222,13.7238888889,21503
-89.3655555556,13.7283333333,21545
-89.3613054959,13.7417278632,21590
-89.3686225621,13.7246564349,21600
-89.3502777778,13.705,68014
-89.3786111111,13.7319444444,68015
-89.3627777778,13.725,68016
-89.3766666667,13.7366666667,68017
-89.3861111111,13.7455555556,68018
-89.3697222222,13.7291666667,88025
-89.3644444444,13.6,11045
-89.3716666667,13.6619444444,11048
-89.3794444444,13.6372222222,11051
-89.3808333333,13.6380555556,11052
-89.3761111111,13.6366666667,11053
-89.3491666667,13.5627777778,11054
-89.3494444444,13.5833333333,60237
-89.3691268174,13.5679124736,60338
-89.3527777778,13.6169444444,68019
-89.3752777778,13.6455555556,68022
-89.392041147,13.6401615082,68024
-89.345,13.6308333333,68025
-89.3752777778,13.5483333333,68028
-89.3586111111,13.5813888889,68029
-89.4091666667,13.6425,68030
-89.3586111111,13.6094444444,68032
-89.3816666667,13.5888888889,86444
-89.4430555556,13.4972222222,11059
-89.4569444444,13.5158333333,11061
-89.4713888889,13.6041666667,14851
-89.4813888889,13.6061111111,60313
-89.4663888889,13.64,68033
-89.4666666667,13.5602777778,68034
-89.4675,13.5727777778,68035
-89.4825,13.5825,68036
-89.4838888889,13.5544444444,68037
-89.4522222222,13.5558333333,68038
-89.4497222222,13.5825,68039
-89.4641666667,13.615,68041
-89.445,13.5363888889,68042
-89.4725,13.5075,68045
-89.4675,13.5925,88026
-89.2361111111,13.5877777778,11062
-89.2330555556,13.6116666667,11063
-89.2358333333,13.5872222222,11069
-89.2494444444,13.5816666667,68046
-89.2427777778,13.5719444444,68047
-89.2538888889,13.5975,68048
-89.2433333333,13.5936111111,68049
-89.2641666667,13.6205555556,68050
-89.2325,13.5986111111,68053
-89.2427777778,13.5275,68054
-89.2336111111,13.5675,68055
-89.2438888889,13.5133333333,86445
-89.2375,13.5866666667,88027
-89.4372222222,13.6841666667,11071
-89.4386111111,13.6730555556,11072
-89.4358333333,13.7105555556,11073
-89.4388888889,13.6733333333,11077
-89.4380555556,13.6730555556,11078
-89.4380555556,13.6747222222,14819
-89.4247222222,13.7055555556,68056
-89.415,13.7155555556,68057
-89.4352777778,13.7025,68058
-89.4311111111,13.7252777778,68060
-89.4619444444,13.6488888889,68062
-89.4316666667,13.6502777778,68063
-89.4869444444,13.505,11058
-89.5183333333,13.4977777778,11081
-89.52,13.525,11082
-89.5244444444,13.5602777778,68065
-89.4944444444,13.505,68066
-89.5005555556,13.5222222222,68067
-89.5005555556,13.5680555556,68068
-89.5355555556,13.5416666667,68069
-89.5086111111,13.5691666667,86172
-89.2688888889,13.4833333333,11085
-89.15,13.4733333333,11086
-89.2113888889,13.4811111111,11089
-89.3005555556,13.4880555556,11091
-89.33,13.4861111111,11092
-89.2977777778,13.5305555556,11095
-89.1788888889,13.4638888889,11096
-89.2027777778,13.4813888889,11097
-89.2444444444,13.4830555556,11099
-89.3658333333,13.4916666667,11100
-89.3311111111,13.5127777778,11101
-89.2572222222,13.4697222222,11102
-89.3205555556,13.4875,11103
-89.1763888889,13.4741666667,11104
-89.3044444444,13.4897222222,11105
-89.3288888889,13.4877777778,11106
-89.3163888889,13.4872222222,11107
-89.3252777778,13.4877777778,11108
-89.3227777778,13.4877777778,11109
-89.3280555556,13.4841666667,20191
-89.3161111111,13.4877777778,20192
-89.3147222222,13.5166666667,68070
-89.3486111111,13.4958333333,68072
-89.2963888889,13.5175,68073
