E0377,73,1
20638,352,154
12217,166,112
ET105,59,0
10558,21,15
20386,42,1
ET099,39,0
11317,118,0
12266,48,0
10588,43,38
11879,57,50
88160,177,169
21273,161,18
ET101,61,0
80024,8,7
ET218,19,0
20710,12,0
E0341,19,0
10399,970,548
20887,21,0
11263,82,37
10962,17,0
12042,83,44
E0286,84,0
10148,27,0
E0212,34,0
11427,37,0
20542,10,0
ET169,38,0
10428,30,0
11104,37,0
20245,45,0
21239,106,11
20519,16,0
11092,228,144
E0383,238,0
20967,60,28
13610,41,0
10564,35,31
88105,41,15
E0405,53,0
12977,543,230
84121,16,12
12316,210,89
13205,20,19
E0374,18,0
E0158,72,0
20624,63,0
21128,28,0
20069,56,0
20197,22,0
10160,36,31
12981,61,25
E0406,50,0
ET116,47,0
20801,122,6
12351,78,41
72062,34,0
E0078,41,0
88090,29,0
ET072,21,0
20229,123,17
10033,59,28
13550,285,208
E0241,113,0
20191,33,16
E0052,71,0
ET187,46,0
20660,79,5
11501,37,0
13374,34,21
21250,193,45
20261,65,38
10585,161,96
E0306,41,0
20928,13,0
14831,36,6
12432,90,81
11420,312,133
12965,100,42
13439,26,23
21551,59,2
E0020,22,0
11051,119,49
10131,12,0
E0371,69,0
12484,27,23
E0243,58,0
20128,24,6
20006,62,9
ET097,30,1
21451,44,6
10644,129,56
20976,29,0
E0011,85,1
88150,65,22
20517,163,0
12447,87,42
14786,129,77
ET046,27,0
E0269,36,0
ET138,47,0
88084,83,27
20923,25,0
14770,48,29
21208,21,0
12756,34,0
11935,96,39
E0348,23,0
14793,17,10
E0300,36,0
88181,96,25
11671,57,11
ET222,84,0
10883,46,20
12617,19,19
10470,167,80
12547,217,110
74005,18,0
11574,29,0
21028,21,0
12962,23,0
20497,8,0
E0307,80,0
88165,138,48
E0387,109,0
ET391,14,0
E0129,52,0
12631,20,0
20813,130,42
10430,76,0
20466,5,0
10239,353,120
72071,43,8
E0270,58,0
14803,49,19
ET038,103,0
10058,56,24
12455,19,0
14818,66,0
E0403,72,0
12006,74,41
11393,36,0
21116,6,0
20699,5,0
20920,222,0
ET265,32,0
12429,31,7
ET026,30,0
20845,183,42
11919,72,36
E0395,134,1
11542,231,108
20707,104,15
80128,6,6
20549,23,0
10721,23,0
ET166,100,0
ET199,30,0
E0400,58,1
ET193,109,0
88032,168,77
ET126,40,0
E0202,41,0
ET210,23,0
E0099,77,0
ET150,45,0
20058,47,0
20945,18,0
E0376,14,0
12990,13,0
12944,15,13
60305,32,19
ET067,26,0
12861,46,28
E0091,73,0
14791,61,30
21106,45,26
E0350,6,0
10513,29,6
ET087,21,0
13104,142,35
14820,16,0
E0291,50,0
E0296,36,0
20672,94,50
ET141,15,0
ET100,53,0
10182,163,106
12475,69,64
10459,19,0
12622,25,0
E0346,30,0
12361,37,22
88099,127,55
88010,43,0
11751,44,23
E0364,20,0
12346,80,35
E0373,24,0
13449,46,11
E0001,69,0
10256,62,0
13375,44,25
10225,8,0
12488,248,146
ET073,66,0
11276,19,0
10446,20,0
10434,40,0
88006,77,41
E0410,26,0
E0375,41,0
E0199,23,0
E0089,55,0
11667,64,20
12793,236,189
ET048,102,0
21303,20,0
11546,448,276
10746,10,0
13202,17,16
21030,42,21
11872,158,74
ET058,30,0
10939,24,0
11280,42,0
10700,92,23
14842,302,168
E0237,14,0
88069,167,42
74062,16,0
E0154,49,0
14732,128,113
E0101,68,0
ET201,16,0
10770,22,9
ET081,73,0
10027,42,0
ET162,138,0
21165,27,8
ET152,10,0
11830,75,0
E0116,62,0
E0301,148,0
ET008,48,0
11533,199,91
E0316,21,0
90011,43,0
14799,74,17
ET228,3,0
20448,25,0
20927,17,0
11436,52,0
21120,33,9
72055,13,0
21523,3,0
12340,21,14
20100,94,0
10568,50,21
11742,227,72
88005,39,0
ET203,10,0
12126,84,33
21436,180,67
11712,18,0
ET163,27,0
20926,73,0
14841,45,19
12666,35,29
ET194,14,0
10836,20,0
14753,145,60
20527,9,0
E0368,29,0
ET205,81,1
82100,26,22
20861,14,2
ET115,74,0
20070,64,0
ET068,37,0
90009,54,0
11541,497,226
12143,304,96
21337,92,14
13459,36,9
10864,131,63
20550,42,0
E0292,39,0
78041,11,0
11707,237,116
14875,51,19
20961,26,1
80052,30,27
20590,17,0
12392,29,17
12232,7,0
21495,10,0
21355,11,0
E0264,77,0
ET233,28,0
E0002,72,0
E0013,160,1
E0280,13,0
ET148,14,0
11540,613,411
ET146,25,0
12538,4,0
ET182,57,0
10952,19,0
13093,85,17
ET125,32,0
10499,27,0
ET014,71,0
88186,35,0
E0220,36,0
12818,38,21
10714,55,0
20921,28,1
E0398,21,0
ET202,15,0
12023,101,62
88082,119,0
12938,8,0
12524,170,95
ET214,19,0
E0253,221,0
10283,278,83
13177,33,15
21290,59,0
10918,17,0
21163,221,60
10716,467,297
88035,93,47
13445,18,1
20016,71,26
E0402,41,0
20791,22,0
E0092,56,0
20741,223,93
21130,41,2
20160,92,0
10059,129,69
20062,125,0
10052,475,261
14795,51,13
10698,137,52
E0298,68,0
ET151,31,0
12913,118,47
11782,55,14
86223,12,0
E0004,27,0
E0299,21,0
13541,14,0
14869,174,66
10991,148,48
64028,54,0
E0357,38,0
20535,13,1
11469,70,32
11453,49,0
E0200,107,0
88156,137,81
E0272,22,0
20429,252,111
60096,49,12
13229,173,105
E0407,156,1
E0140,26,0
88026,52,22
20736,49,12
12677,17,0
20468,115,0
12775,23,0
ET147,39,0
20525,33,0
13611,43,11
10077,71,18
20496,30,1
E0076,84,0
11175,79,27
E0263,84,0
12276,74,0
10125,14,0
E0117,48,0
64020,39,0
E0105,96,0
ET009,26,0
11262,44,0
ET393,32,0
20681,6,6
14757,33,8
ET029,48,1
20924,13,0
20334,16,0
E0114,57,0
13365,6,5
11893,144,65
21600,21,0
20484,187,0
12780,35,0
14804,86,41
10718,243,166
20230,12,0
20406,26,0
21131,37,11
13343,52,39
11988,218,124
20104,74,31
88079,9,8
20255,37,0
