14783,114,84
12282,40,34
12890,252,175
12980,54,32
E0300,30,16
20519,19,18
ET156,52,24
21338,28,27
E0192,115,75
ET226,72,31
20496,18,13
E0385,23,23
12247,9,8
11674,253,174
11030,77,63
21494,4,3
ET077,104,78
ET397,24,23
13381,15,12
10262,96,74
12895,176,151
E0200,93,53
ET164,28,24
74062,17,13
10381,22,19
13513,19,15
12055,23,17
20226,90,86
20474,5,3
20150,5,4
88170,51,43
11827,80,67
12013,14,13
ET050,16,14
13443,243,172
14774,40,32
ET081,70,51
ET228,56,34
E0393,329,65
20214,1,0
21245,12,12
20230,16,15
ET178,158,101
E0105,101,67
10629,75,71
ET150,70,41
13391,76,64
12080,52,44
12007,50,32
10137,42,30
14818,74,56
10990,97,70
ET215,35,23
88080,61,59
ET184,19,11
E0151,153,25
ET074,64,31
11542,336,209
88066,151,147
11061,30,24
88031,322,318
20937,25,25
ET057,48,38
ET097,45,16
E0400,120,26
20370,236,213
E0252,22,12
12042,103,93
12574,48,38
20570,69,69
70001,47,38
E0417,47,16
88160,184,180
11377,26,18
10649,87,62
13229,185,152
90011,52,31
21495,12,10
12012,89,67
21600,24,19
86227,19,17
E0384,39,30
64028,60,50
13144,71,58
10618,372,259
88006,92,81
11028,386,286
11138,108,74
21578,10,10
11893,192,146
60104,13,6
14786,142,130
10864,106,81
12536,41,27
21616,28,25
74005,22,20
E0255,37,19
E0221,23,12
20471,323,308
11175,96,66
20016,76,62
13409,39,31
10033,69,58
12622,24,22
ET301,57,32
E0220,30,17
20104,86,74
E0241,114,80
13610,38,35
E0153,29,14
E0159,158,114
E0108,176,97
20067,42,39
ET388,27,18
13439,42,19
E0304,36,26
10207,77,57
12465,149,125
E0114,74,59
13376,19,17
21460,56,53
20945,7,7
12184,12,7
E0264,71,48
20202,82,77
10174,34,20
E0392,69,3
20590,15,15
21546,41,29
ET169,45,19
11708,274,210
12408,57,48
11506,207,159
E0140,39,31
20544,92,90
21517,26,21
13459,36,26
ET392,35,32
E0357,18,12
21297,8,6
10450,59,55
20062,149,119
21337,79,68
E0076,102,72
11703,101,82
20527,32,26
11244,42,33
20627,88,71
14816,71,41
10793,64,52
11667,95,64
11204,219,177
20442,13,7
11574,27,25
20981,62,52
10925,79,57
12331,15,14
20959,23,17
11982,113,99
E0350,19,12
14833,148,116
11945,46,37
ET123,30,17
20574,370,309
E0348,20,14
86410,66,51
20447,26,21
ET090,70,37
10596,67,48
10428,29,19
88154,20,19
14873,70,61
11507,62,55
E0410,107,5
14831,38,32
14757,43,33
E0376,11,8
E0367,9,9
ET015,36,17
ET180,30,24
11546,498,429
20513,123,119
20559,20,19
88175,151,137
14805,73,60
10938,26,23
E0237,18,14
10291,40,29
11849,81,74
64118,31,21
20058,65,65
ET201,29,22
14792,59,54
60096,74,59
88133,62,55
ET253,36,23
88032,179,174
20504,62,58
20006,58,51
ET181,131,72
11006,108,81
ET068,51,33
10483,33,21
E0051,76,46
12329,81,77
ET003,68,43
E0334,35,26
12316,227,161
21235,11,10
12681,26,22
10148,29,25
12507,29,24
ET208,22,7
21523,1,1
E0084,32,20
ET158,24,11
10681,49,37
ET067,36,26
ET063,43,20
12982,122,91
10139,27,19
ET389,27,14
21233,15,14
20926,77,74
ET058,42,27
20658,80,78
11919,106,77
20499,32,26
11329,291,209
ET160,30,18
10561,83,68
ET016,91,62
21106,56,45
10828,15,11
13475,98,89
20868,23,17
ET059,33,13
E0004,34,23
11427,52,28
E0196,79,43
20889,3,3
ET127,64,25
E0090,47,29
20566,223,209
10230,58,40
10059,177,131
E0261,95,28
11543,487,339
12488,314,258
ET264,62,33
11505,417,338
11763,85,66
11779,163,98
11869,26,21
14871,33,31
10558,19,16
20160,106,99
ET083,217,145
68019,31,30
11133,115,104
11469,72,60
ET187,63,37
10553,248,181
20014,49,48
ET172,27,16
11932,13,12
ET223,38,14
20503,175,155
E0398,98,2
10616,185,164
11233,77,71
14795,47,45
20906,27,26
21116,5,4
11317,167,115
E0413,152,16
10707,31,19
14804,107,91
20245,49,42
11324,33,19
E0387,88,44
12771,32,25
13375,51,47
11082,44,31
ET006,41,31
ET021,54,32
10468,50,42
11436,63,56
20791,33,31
10939,11,10
10430,70,55
88100,27,20
ET027,34,26
E0001,72,45
E0372,15,12
E0249,81,56
88086,50,48
13129,57,50
20463,32,29
88122,16,13
13411,33,19
E0011,111,35
13624,187,167
14753,183,141
ET252,16,8
E0415,99,9
20681,16,15
88109,55,52
ET145,47,19
E0017,66,46
ET121,17,9
11254,108,90
20200,29,29
ET191,31,15
ET190,42,28
10849,100,72
ET387,18,14
E0359,82,54
11257,20,16
70056,74,61
64016,21,13
E0138,126,124
10156,90,83
10562,69,55
E0154,77,58
E0306,48,35
20146,24,19
20925,21,21
ET076,34,28
20550,34,34
20672,111,90
20687,24,21
E0129,34,25
E0013,132,91
70026,117,91
11051,123,108
E0007,84,56
ET004,42,22
20070,54,52
ET147,51,31
11935,80,66
11337,24,15
14803,51,45
11089,88,65
13374,46,36
12873,25,24
11707,354,292
ET022,77,56
88130,4,4
20197,31,28
E0141,122,73
20647,29,27
20127,401,347
20429,237,223
21431,46,44
20395,67,59
68077,32,26
74027,12,10
14794,25,22
13177,59,51
ET233,39,27
20927,31,28
88123,65,45
10684,6,6
E0117,44,29
21275,16,16
21303,14,9
20452,15,12
ET395,15,12
20466,12,10
14802,63,52
10225,17,14
20250,110,94
10459,26,26
88157,71,62
E0171,40,27
11262,48,43
ET197,35,12
12793,244,220
10626,136,115
20335,44,42
21128,22,20
10176,65,45
ET100,66,35
E0272,14,3
ET109,15,9
20382,103,97
20502,91,88
10169,79,46
11390,35,7
20741,300,253
12381,101,79
20662,83,62
10065,111,97
11364,63,35
ET122,67,38
20041,45,35
ET012,42,33
20717,78,63
21468,284,248
12775,17,10
20861,18,9
E0397,160,16
21322,63,45
11297,188,153
13066,60,52
20921,35,33
E0092,61,47
11838,85,68
ET188,16,9
20710,11,11
20814,22,10
12951,13,11
10644,142,97
ET390,14,13
E0368,13,9
E0162,72,62
10500,13,8
88150,86,72
10399,1466,1023
20646,22,20
20966,66,65
13255,508,436
20138,115,98
21564,5,5
21492,25,24
11742,256,208
11410,280,228
21273,147,122
20386,48,40
ET211,135,86
14775,35,30
E0286,110,72
12126,79,47
E0283,29,25
88141,60,54
13093,80,76
88087,50,40
10844,11,5
12049,388,312
20361,23,16
86433,37,18
12425,5,4
12619,24,12
11853,77,75
14790,43,38
21165,25,24
11453,37,30
E0270,48,39
11909,77,69
10103,68,57
10235,81,67
E0052,81,56
21364,4,2
10568,95,70
10131,19,11
21078,82,63
E0301,108,60
11010,73,57
21239,109,87
11988,288,239
12861,66,58
20334,18,17
21105,45,43
20512,7,7
72057,37,23
11134,184,153
E0365,60,44
10206,16,13
20467,20,17
20080,53,52
E0292,34,22
68150,23,15
ET125,19,0
20255,46,38
ET391,20,13
10962,10,9
10635,168,149
E0078,34,17
ET111,19,15
20481,13,8
E0157,330,247
11540,776,498
ET105,76,43
12475,67,61
21551,78,75
20653,13,5
13301,21,20
E0379,16,4
21410,134,125
12128,32,22
12602,58,50
ET162,117,66
ET086,60,46
10699,43,31
10746,10,7
10102,21,18
20688,54,46
20266,126,119
21304,17,13
20281,36,25
10408,21,20
90009,70,55
ET155,53,36
E0023,31,24
E0360,208,128
20149,5,2
13206,141,96
13246,21,20
20699,3,2
20484,171,161
E0189,42,28
20845,153,137
88165,195,180
11671,76,58
E0402,163,88
11319,51,48
20468,120,113
20576,25,25
88186,31,26
20976,22,19
10770,47,37
10417,47,34
21489,10,10
ET056,35,19
12913,136,109
11751,46,29
20517,146,145
E0405,123,16
11092,273,186
ET152,9,6
10005,27,20
10239,555,456
12548,91,72
13611,45,41
E0380,15,14
10928,25,20
12877,38,25
10704,69,54
ET080,22,9
20157,127,108
E0115,57,47
10217,23,22
14789,80,65
13520,80,73
E0086,31,19
20920,170,163
E0362,16,7
13365,11,7
13145,150,124
20171,27,27
20295,16,16
ET112,18,13
E0217,43,35
10696,63,56
13595,67,60
12217,189,160
14817,58,49
64095,16,13
12266,41,32
11307,311,215
ET138,73,34
13787,6,6
11180,185,103
88035,114,87
12395,53,44
12773,16,14
82128,16,15
20180,34,28
ET163,53,46
10948,59,47
E0145,72,35
11318,24,20
10446,28,21
20012,55,49
20282,45,34
ET203,17,4
12399,514,441
ET060,61,21
E0323,30,22
10116,45,23
12928,167,145
20908,49,42
ET002,68,22
E0257,95,63
10658,145,137
12340,32,25
13607,68,51
10271,95,57
11547,90,64
E0149,65,39
88079,9,8
ET240,32,28
11009,85,61
20279,12,8
E0374,11,8
10089,111,93
10401,27,18
64020,24,17
E0218,125,91
21060,100,90
12511,24,19
20958,212,189
88025,114,109
88069,150,150
10160,73,39
20625,22,21
13445,12,11
20105,46,35
10718,327,247
80024,13,8
20912,45,44
20015,110,96
14842,361,307
11872,188,120
20633,30,24
11482,45,29
21250,226,199
20869,12,9
E0091,74,47
10999,11,0
10484,59,32
ET026,39,32
88162,25,24
E0197,165,111
E0142,43,26
ET040,26,14
E0302,54,30
ET029,73,41
20701,12,12
20789,33,23
20542,9,9
ET143,14,8
11694,294,201
ET229,127,75
ET194,18,5
ET394,27,23
E0295,21,16
21155,18,17
88184,195,157
11395,673,553
20490,76,65
ET157,35,17
20841,157,120
21023,15,13
E0388,81,13
E0100,131,79
ET011,36,12
20261,104,73
12780,60,49
20801,92,74
21261,33,21
21102,32,28
12351,67,64
13597,178,136
20543,48,44
E0291,87,58
20506,31,29
20100,79,74
72067,19,15
21131,38,25
ET113,229,131
21040,16,16
10134,42,27
ET170,42,35
13252,10,10
ET103,39,15
88101,135,127
21263,213,200
20932,24,22
11830,75,64
20743,10,8
88085,49,42
11117,663,493
20759,59,40
10117,122,101
20535,7,3
20432,55,33
11349,60,48
20817,149,130
20525,20,14
ET198,72,43
10583,34,25
ET135,44,18
ET230,28,18
20018,14,11
E0299,22,11
60305,66,54
20849,11,10
12567,26,20
10250,51,24
10725,22,14
11785,153,108
10031,122,82
12738,804,667
ET214,22,12
11499,38,25
11723,71,52
14732,125,95
60063,39,35
88104,26,24
10058,66,59
72055,6,6
E0409,165,20
ET072,14,7
14796,81,66
11303,172,120
84078,19,17
86065,26,18
ET115,109,75
10526,22,17
20203,109,107
11883,29,22
88167,20,19
20347,90,77
10836,37,29
88082,89,83
11491,141,111
10806,436,349
14820,18,12
88044,178,95
88045,74,71
84094,61,55
12023,97,85
11890,44,33
ET218,13,5
10073,310,279
20216,92,90
21298,16,13
21094,57,54
20082,18,14
ET034,124,76
E0120,32,26
11486,25,20
E0102,96,45
14874,25,23
ET007,25,20
20842,47,38
21163,246,224
20924,24,19
10721,26,21
20248,27,22
80052,14,11
21350,31,18
E0150,126,69
12117,263,213
20918,5,5
21289,62,59
20848,28,20
88105,38,30
12276,79,71
21335,74,56
21371,94,72
14752,56,51
90006,87,49
10639,23,21
20128,42,31
E0395,276,2
13352,35,19
21224,42,41
11400,62,42
10391,56,48
ET114,187,120
20227,19,18
ET212,58,37
E0089,37,31
20277,29,20
88168,49,32
14799,67,43
78038,16,5
10698,136,111
10474,11,9
20009,122,109
12756,37,32
ET073,95,50
11501,50,33
ET142,45,18
ET219,143,80
E0414,265,11
E0411,209,10
88156,131,104
10671,49,40
11817,49,34
21611,7,6
12079,57,37
21476,32,31
E0077,40,34
88036,51,46
11433,127,95
ET186,18,13
12990,21,18
20094,92,80
E0003,70,58
86223,7,2
76032,9,8
E0403,203,83
ET221,20,6
20286,19,16
21406,10,9
ET262,134,70
13309,21,18
10382,105,84
E0383,241,130
20191,29,23
10666,56,33
21181,27,27
10716,550,373
ET398,46,43
10052,639,474
11782,68,44
E0121,112,84
12981,65,49
E0106,106,70
ET008,67,45
ET224,39,20
13580,46,43
20534,55,50
90052,51,51
12666,62,57
80086,12,12
ET084,31,19
11450,248,194
88176,41,36
ET128,46,38
20516,113,111
11280,56,39
ET117,126,49
13222,49,31
20541,28,22
10324,16,8
E0212,42,35
21324,54,49
20671,62,50
12547,263,235
E0173,96,67
E0243,34,19
21339,18,15
20942,8,5
ET045,35,27
10991,136,107
20389,83,79
11378,23,15
12977,618,474
ET069,41,13
11283,96,85
E0341,20,11
13449,52,45
14770,73,50
10778,57,49
10167,111,99
E0201,77,56
E0148,57,35
14875,59,50
20140,248,227
20657,394,370
20073,19,18
10110,43,29
11441,38,35
ET099,60,12
E0346,16,12
E0099,74,52
10613,22,20
13111,93,73
ET137,25,7
E0253,329,246
12143,347,288
ET265,42,31
E0125,39,28
11471,133,100
11954,112,98
E0044,73,35
11104,47,30
E0087,103,63
11677,38,31
E0133,55,50
ET126,35,11
13541,23,18
E0375,19,12
20464,61,60
88029,31,31
E0329,91,45
ET087,38,17
ET047,16,13
10688,37,28
64102,50,42
13082,149,126
20099,5,3
11438,152,98
11003,250,189
20928,15,11
13412,108,63
E0373,22,15
10311,375,309
ET168,63,44
20965,53,48
10438,86,53
E0394,206,29
20722,24,15
12685,182,159
20871,56,55
21120,28,18
10049,57,44
88010,55,54
ET031,34,29
12232,13,10
E0418,60,25
ET061,103,41
E0399,86,4
12346,45,33
ET141,16,8
88084,75,68
ET210,26,16
20967,51,45
88043,195,181
11388,44,33
14800,168,136
12659,142,69
E0312,27,21
12837,197,166
ET297,53,26
10283,301,267
14841,70,60
ET107,61,32
11877,42,35
ET182,77,60
10095,104,88
ET200,14,9
13663,41,39
20660,81,69
84027,23,14
12677,25,19
82100,27,15
12455,12,11
13000,7,7
ET216,53,34
20526,27,23
20571,7,2
88012,163,157
21540,39,33
E0041,37,27
20628,125,117
21436,160,132
21055,12,11
88026,71,51
10499,32,23
21126,35,32
ET104,36,22
10700,111,92
14798,77,57
10736,105,53
13516,58,43
12451,20,15
20267,103,87
ET092,35,21
11640,96,53
12259,25,20
11393,39,35
ET102,57,35
10165,26,18
10491,141,117
11824,77,57
12631,37,22
10170,73,50
12734,38,35
ET154,47,22
14797,60,52
10819,136,117
ET196,15,9
12133,24,18
ET236,85,49
12585,263,225
10548,38,22
10434,58,57
E0002,88,55
21130,26,22
12031,49,39
E0204,22,12
20693,21,14
10714,63,49
13555,145,127
60084,26,21
21299,42,41
10088,43,29
14791,86,74
12379,16,15
20069,43,37
ET382,91,54
11478,319,218
14848,42,30
10622,38,28
88094,66,65
20039,18,15
ET146,22,10
10634,50,38
ET036,18,8
21451,42,38
11879,65,53
76063,15,13
10683,50,35
88106,43,41
21138,23,21
12432,93,79
13175,27,19
12132,57,42
20123,28,22
20813,118,97
13343,59,44
20448,31,23
66121,12,9
12305,42,24
11868,20,16
E0298,90,61
ET132,71,46
20838,164,140
21070,23,21
ET046,49,40
10672,56,49
20449,60,55
ET024,17,12
14819,82,62
11078,49,41
20151,21,21
ET193,122,51
12484,34,24
88067,65,64
E0009,64,43
ET088,140,93
E0324,74,53
12447,107,73
ET101,70,32
11420,397,297
13283,153,138
21308,21,16
10295,35,25
12979,774,639
88181,108,102
ET149,36,19
11406,25,13
10521,42,26
12810,25,20
21512,37,36
20549,22,22
12524,164,121
70037,18,13
E0371,49,22
E0296,22,22
ET222,145,68
ET014,74,43
21290,69,61
10027,67,60
20497,5,4
11532,232,172
10664,23,20
10608,71,63
74085,43,33
ET205,112,79
10475,7,7
20734,44,35
12818,44,41
ET199,56,39
21191,20,19
11522,416,321
E0366,31,26
11541,484,392
10918,16,13
20606,68,61
11276,17,14
20066,21,19
E0194,76,56
20406,12,11
ET396,20,13
13205,23,18
ET153,38,22
ET116,61,31
10013,144,110
20900,20,13
10305,49,42
21504,23,22
20483,49,45
ET161,40,11
20675,290,259
11972,92,61
86351,36,35
20144,357,302
E0351,66,47
12962,27,15
E0280,29,12
20038,74,56
E0053,68,42
12944,18,13
E0130,43,31
10182,228,191
ET037,53,45
E0332,57,36
11741,37,16
13087,29,26
20170,46,46
20083,28,27
E0056,40,17
20510,52,51
12083,453,367
11263,106,60
20199,89,87
20045,122,104
12938,16,11
10256,75,66
E0244,32,24
20707,86,81
20524,32,30
88091,24,16
20773,196,184
12714,289,244
11533,243,174
12623,56,54
20349,99,94
90017,68,0
ET151,30,21
88088,101,100
14869,167,137
10588,50,38
20507,45,42
88090,29,27
E0401,106,2
ET234,67,28
E0287,36,26
11712,31,26
E0396,231,10
72062,30,20
E0386,44,31
ET095,11,4
ET136,126,88
11155,207,145
10952,19,18
E0406,219,16
11330,517,396
11984,98,76
11495,85,72
ET204,39,19
E0288,104,57
80128,11,8
20179,210,187
21418,16,12
20363,32,26
E0328,53,42
20001,38,35
11380,132,109
E0020,28,9
11523,122,92
20961,29,23
10833,67,58
88099,178,143
72071,50,45
E0311,71,50
10093,342,258
ET209,14,4
ET232,24,17
12856,27,24
11921,165,140
20887,19,18
10053,114,95
20923,27,25
12459,21,15
E0263,94,57
12361,51,41
82022,13,7
20726,33,32
20911,31,26
12392,31,26
13539,36,28
20065,63,62
21088,46,43
E0199,32,23
